match_id,match_date,kick_off,competition,season,home_team,away_team,home_score,away_score,match_status,match_status_360,last_updated,last_updated_360,metadata,match_week,competition_stage,stadium,referee,home_team_id,home_team_name,away_team_id,away_team_name
3749642,2004-02-28,16:00:00.000,"{'competition_id': 2, 'country_name': 'England', 'competition_name': 'Premier League'}","{'season_id': 44, 'season_name': '2003/2004'}","{'home_team_id': 1, 'home_team_name': 'Arsenal', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 577, 'name': 'Arsène Wenger', 'nickname': None, 'dob': '1949-10-22', 'country': {'id': 78, 'name': 'France'}}]}","{'away_team_id': 75, 'away_team_name': 'Charlton Athletic', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 3407, 'name': 'Alan Curbishley', 'nickname': None, 'dob': '1957-11-08', 'country': {'id': 68, 'name': 'England'}}]}",2,1,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",27,"{'id': 1, 'name': 'Regular Season'}","{'id': 1000243, 'name': 'Arsenal Stadium', 'country': {'id': 68, 'name': 'England'}}",,1,Arsenal,75,Charlton Athletic
3749358,2003-08-24,14:05:00.000,"{'competition_id': 2, 'country_name': 'England', 'competition_name': 'Premier League'}","{'season_id': 44, 'season_name': '2003/2004'}","{'home_team_id': 47, 'home_team_name': 'Middlesbrough', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 40, 'name': 'Steve McClaren', 'nickname': None, 'dob': '1961-05-03', 'country': {'id': 68, 'name': 'England'}}]}","{'away_team_id': 1, 'away_team_name': 'Arsenal', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 577, 'name': 'Arsène Wenger', 'nickname': None, 'dob': '1949-10-22', 'country': {'id': 78, 'name': 'France'}}]}",0,4,available,scheduled,2025-06-24T13:40:09.497866,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",1,"{'id': 1, 'name': 'Regular Season'}","{'id': 214, 'name': 'Riverside Stadium ', 'country': {'id': 68, 'name': 'England'}}",,47,Middlesbrough,1,Arsenal
3749346,2003-11-01,16:00:00.000,"{'competition_id': 2, 'country_name': 'England', 'competition_name': 'Premier League'}","{'season_id': 44, 'season_name': '2003/2004'}","{'home_team_id': 101, 'home_team_name': 'Leeds United', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 3643, 'name': 'Peter Reid', 'nickname': None, 'dob': '1956-06-20', 'country': {'id': 68, 'name': 'England'}}]}","{'away_team_id': 1, 'away_team_name': 'Arsenal', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 577, 'name': 'Arsène Wenger', 'nickname': None, 'dob': '1949-10-22', 'country': {'id': 78, 'name': 'France'}}]}",1,4,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",1,"{'id': 1, 'name': 'Regular Season'}","{'id': 213, 'name': 'Elland Road ', 'country': {'id': 68, 'name': 'England'}}",,101,Leeds United,1,Arsenal
3749253,2003-10-04,13:30:00.000,"{'competition_id': 2, 'country_name': 'England', 'competition_name': 'Premier League'}","{'season_id': 44, 'season_name': '2003/2004'}","{'home_team_id': 24, 'home_team_name': 'Liverpool', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 68, 'name': 'England'}}","{'away_team_id': 1, 'away_team_name': 'Arsenal', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 68, 'name': 'England'}}",1,2,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",1,"{'id': 1, 'name': 'Regular Season'}","{'id': 6, 'name': 'Anfield ', 'country': {'id': 68, 'name': 'England'}}",,24,Liverpool,1,Arsenal
3749079,2003-10-18,16:00:00.000,"{'competition_id': 2, 'country_name': 'England', 'competition_name': 'Premier League'}","{'season_id': 44, 'season_name': '2003/2004'}","{'home_team_id': 1, 'home_team_name': 'Arsenal', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 577, 'name': 'Arsène Wenger', 'nickname': None, 'dob': '1949-10-22', 'country': {'id': 78, 'name': 'France'}}]}","{'away_team_id': 33, 'away_team_name': 'Chelsea', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 60, 'name': 'Claudio Ranieri', 'nickname': None, 'dob': '1951-10-20', 'country': {'id': 112, 'name': 'Italy'}}]}",2,1,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",9,"{'id': 1, 'name': 'Regular Season'}","{'id': 1000243, 'name': 'Arsenal Stadium', 'country': {'id': 68, 'name': 'England'}}",,1,Arsenal,33,Chelsea
3749465,2004-03-13,14:00:00.000,"{'competition_id': 2, 'country_name': 'England', 'competition_name': 'Premier League'}","{'season_id': 44, 'season_name': '2003/2004'}","{'home_team_id': 98, 'home_team_name': 'Blackburn Rovers', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 3548, 'name': 'Graeme Souness', 'nickname': None, 'dob': '1953-05-06', 'country': {'id': 201, 'name': 'Scotland'}}]}","{'away_team_id': 1, 'away_team_name': 'Arsenal', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 577, 'name': 'Arsène Wenger', 'nickname': None, 'dob': '1949-10-22', 'country': {'id': 78, 'name': 'France'}}]}",0,2,available,scheduled,2025-06-23T12:32:13.182768,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",2,"{'id': 1, 'name': 'Regular Season'}","{'id': 22, 'name': 'Ewood Park ', 'country': {'id': 68, 'name': 'England'}}",,98,Blackburn Rovers,1,Arsenal
3749133,2004-01-18,13:00:00.000,"{'competition_id': 2, 'country_name': 'England', 'competition_name': 'Premier League'}","{'season_id': 44, 'season_name': '2003/2004'}","{'home_team_id': 59, 'home_team_name': 'Aston Villa', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 6094, 'name': ""David O''Leary"", 'nickname': None, 'dob': '1958-05-02', 'country': {'id': 109, 'name': 'Ireland'}}]}","{'away_team_id': 1, 'away_team_name': 'Arsenal', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 577, 'name': 'Arsène Wenger', 'nickname': None, 'dob': '1949-10-22', 'country': {'id': 78, 'name': 'France'}}]}",0,2,available,scheduled,2025-06-24T13:53:07.585114,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",2,"{'id': 1, 'name': 'Regular Season'}","{'id': 211, 'name': 'Villa Park', 'country': {'id': 68, 'name': 'England'}}",,59,Aston Villa,1,Arsenal
3749528,2003-09-26,21:00:00.000,"{'competition_id': 2, 'country_name': 'England', 'competition_name': 'Premier League'}","{'season_id': 44, 'season_name': '2003/2004'}","{'home_team_id': 1, 'home_team_name': 'Arsenal', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 577, 'name': 'Arsène Wenger', 'nickname': None, 'dob': '1949-10-22', 'country': {'id': 78, 'name': 'France'}}]}","{'away_team_id': 37, 'away_team_name': 'Newcastle United', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 3404, 'name': 'Bobby Robson', 'nickname': None, 'dob': '1933-02-18', 'country': {'id': 68, 'name': 'England'}}]}",3,2,available,scheduled,2023-11-14T11:20:59.843499,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",7,"{'id': 1, 'name': 'Regular Season'}","{'id': 1000243, 'name': 'Arsenal Stadium', 'country': {'id': 68, 'name': 'England'}}",,1,Arsenal,37,Newcastle United
3749233,2004-02-01,15:05:00.000,"{'competition_id': 2, 'country_name': 'England', 'competition_name': 'Premier League'}","{'season_id': 44, 'season_name': '2003/2004'}","{'home_team_id': 1, 'home_team_name': 'Arsenal', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 577, 'name': 'Arsène Wenger', 'nickname': None, 'dob': '1949-10-22', 'country': {'id': 78, 'name': 'France'}}]}","{'away_team_id': 36, 'away_team_name': 'Manchester City', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 4202, 'name': 'Kevin Joseph Keegan', 'nickname': 'Kevin Keegan', 'dob': '1951-02-14', 'country': {'id': 68, 'name': 'England'}}]}",2,1,available,scheduled,2025-06-24T13:49:24.316205,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",23,"{'id': 1, 'name': 'Regular Season'}","{'id': 1000243, 'name': 'Arsenal Stadium', 'country': {'id': 68, 'name': 'England'}}",,1,Arsenal,36,Manchester City
3749462,2004-05-01,13:30:00.000,"{'competition_id': 2, 'country_name': 'England', 'competition_name': 'Premier League'}","{'season_id': 44, 'season_name': '2003/2004'}","{'home_team_id': 1, 'home_team_name': 'Arsenal', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 577, 'name': 'Arsène Wenger', 'nickname': None, 'dob': '1949-10-22', 'country': {'id': 78, 'name': 'France'}}]}","{'away_team_id': 54, 'away_team_name': 'Birmingham City', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 37, 'name': 'Steve Bruce', 'nickname': None, 'dob': '1960-12-31', 'country': {'id': 68, 'name': 'England'}}]}",0,0,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",35,"{'id': 1, 'name': 'Regular Season'}","{'id': 1000243, 'name': 'Arsenal Stadium', 'country': {'id': 68, 'name': 'England'}}",,1,Arsenal,54,Birmingham City
3749552,2003-09-21,17:05:00.000,"{'competition_id': 2, 'country_name': 'England', 'competition_name': 'Premier League'}","{'season_id': 44, 'season_name': '2003/2004'}","{'home_team_id': 39, 'home_team_name': 'Manchester United', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 790, 'name': 'Alex Ferguson', 'nickname': None, 'dob': '1941-12-31', 'country': {'id': 201, 'name': 'Scotland'}}]}","{'away_team_id': 1, 'away_team_name': 'Arsenal', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 577, 'name': 'Arsène Wenger', 'nickname': None, 'dob': '1949-10-22', 'country': {'id': 78, 'name': 'France'}}]}",0,0,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",1,"{'id': 1, 'name': 'Regular Season'}","{'id': 2, 'name': 'Old Trafford', 'country': {'id': 68, 'name': 'England'}}",,39,Manchester United,1,Arsenal
3749276,2004-02-21,13:30:00.000,"{'competition_id': 2, 'country_name': 'England', 'competition_name': 'Premier League'}","{'season_id': 44, 'season_name': '2003/2004'}","{'home_team_id': 33, 'home_team_name': 'Chelsea', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 60, 'name': 'Claudio Ranieri', 'nickname': None, 'dob': '1951-10-20', 'country': {'id': 112, 'name': 'Italy'}}]}","{'away_team_id': 1, 'away_team_name': 'Arsenal', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 577, 'name': 'Arsène Wenger', 'nickname': None, 'dob': '1949-10-22', 'country': {'id': 78, 'name': 'France'}}]}",1,2,available,scheduled,2023-11-14T11:19:10.837984,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",2,"{'id': 1, 'name': 'Regular Season'}","{'id': 10, 'name': 'Stamford Bridge', 'country': {'id': 68, 'name': 'England'}}",,33,Chelsea,1,Arsenal
3749068,2004-04-25,17:05:00.000,"{'competition_id': 2, 'country_name': 'England', 'competition_name': 'Premier League'}","{'season_id': 44, 'season_name': '2003/2004'}","{'home_team_id': 38, 'home_team_name': 'Tottenham Hotspur', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 3533, 'name': 'David Pleat', 'nickname': None, 'dob': '1945-01-15', 'country': {'id': 68, 'name': 'England'}}]}","{'away_team_id': 1, 'away_team_name': 'Arsenal', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 577, 'name': 'Arsène Wenger', 'nickname': None, 'dob': '1949-10-22', 'country': {'id': 78, 'name': 'France'}}]}",2,2,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",2,"{'id': 1, 'name': 'Regular Season'}","{'id': 99148, 'name': 'White Hart Lane', 'country': {'id': 68, 'name': 'England'}}",,38,Tottenham Hotspur,1,Arsenal
3749310,2003-12-29,21:00:00.000,"{'competition_id': 2, 'country_name': 'England', 'competition_name': 'Premier League'}","{'season_id': 44, 'season_name': '2003/2004'}","{'home_team_id': 25, 'home_team_name': 'Southampton', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 3722, 'name': 'Gordon Strachan', 'nickname': None, 'dob': '1957-02-09', 'country': {'id': 201, 'name': 'Scotland'}}]}","{'away_team_id': 1, 'away_team_name': 'Arsenal', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 577, 'name': 'Arsène Wenger', 'nickname': None, 'dob': '1949-10-22', 'country': {'id': 78, 'name': 'France'}}]}",0,1,available,scheduled,2022-11-24T20:48:40.072222,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",1,"{'id': 1, 'name': 'Regular Season'}","{'id': 4591, 'name': ""St. Mary's Stadium"", 'country': {'id': 68, 'name': 'England'}}",,25,Southampton,1,Arsenal
3749434,2003-11-22,14:00:00.000,"{'competition_id': 2, 'country_name': 'England', 'competition_name': 'Premier League'}","{'season_id': 44, 'season_name': '2003/2004'}","{'home_team_id': 54, 'home_team_name': 'Birmingham City', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 37, 'name': 'Steve Bruce', 'nickname': None, 'dob': '1960-12-31', 'country': {'id': 68, 'name': 'England'}}]}","{'away_team_id': 1, 'away_team_name': 'Arsenal', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 577, 'name': 'Arsène Wenger', 'nickname': None, 'dob': '1949-10-22', 'country': {'id': 78, 'name': 'France'}}]}",0,3,available,scheduled,2025-06-24T13:41:07.211114,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",1,"{'id': 1, 'name': 'Regular Season'}","{'id': 4500, 'name': ""St Andrew's @ Knighthead Park"", 'country': {'id': 68, 'name': 'England'}}",,54,Birmingham City,1,Arsenal
