match_id,match_date,home_team_id,away_team_id,competition_id,season_id,home_avg_goals_scored_l5,home_avg_goals_conceded_l5,home_win_rate_l5,away_avg_goals_scored_l5,away_avg_goals_conceded_l5,away_win_rate_l5,h2h_home_wins,h2h_away_wins,h2h_avg_goals,h2h_avg_xg,result,home_avg_xg_l5,home_avg_xga_l5,home_shots_per_game_l5,home_shots_on_target_l5,home_possession_l5,home_pass_accuracy_l5,home_corners_l5,home_yellow_cards_l5,home_red_cards_l5,home_clean_sheets_l5,home_btts_pct_l5,home_winning_streak,home_losing_streak,home_unbeaten_streak,home_home_win_rate,home_away_win_rate,home_days_since_last_match,home_matches_in_14_days,away_avg_xg_l5,away_avg_xga_l5,away_shots_per_game_l5,away_shots_on_target_l5,away_possession_l5,away_pass_accuracy_l5,away_corners_l5,away_yellow_cards_l5,away_red_cards_l5,away_clean_sheets_l5,away_btts_pct_l5,away_winning_streak,away_losing_streak,away_unbeaten_streak,away_home_win_rate,away_away_win_rate,away_days_since_last_match,away_matches_in_14_days
3750235,1972-05-31,806,238,0,0,2.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,Home Win,2.084321901,0.7718429139999999,20.0,8.0,47.680690399137,0.7171945701357466,7.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3888706,1973-05-30,806,224,0,0,2.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,Home Win,1.86020937125,0.604261196,22.5,10.0,52.7360507210409,0.7450091746644762,8.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3888716,1974-06-19,941,790,0,0,0.0,0.0,0.0,2.0,5.0,0.0,0,0,0.0,0.0,Draw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.784290558,3.3412576326,6.0,3.0,45.376344086021504,0.6682464454976303,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5834.0,0.0
3750180,1974-06-22,2721,770,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Home Win,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3888717,1974-06-26,941,779,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Home Win,2.572981466,0.686347812,30.0,7.0,61.57697121401752,0.7682926829268293,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3888718,1974-06-30,2721,941,0,0,1.0,0.0,1.0,2.0,0.0,0.5,0,0,0.0,0.0,Away Win,1.067245984,1.790322849,13.0,4.0,38.49009900990099,0.7459807073954984,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,8.0,1.0,2.5201074393000003,0.4091780859999999,24.0,7.5,59.76698023066467,0.8006584008326169,5.0,1.5,0.0,2.0,0.0,1.0,0.0,2.0,0.5,0.0,4.0,2.0
3888719,1974-07-03,941,781,0,0,2.0,0.0,0.6666666666666666,3.0,1.2,1.0,0,0,0.0,0.0,Home Win,1.9573383345333333,0.3412653519333333,20.666666666666668,6.0,60.42532235884811,0.8034151243646018,5.333333333333333,1.0,0.0,3.0,0.0,2.0,0.0,3.0,0.5,1.0,3.0,3.0,2.1852628543000003,1.22083017184,24.4,8.2,55.11192347117122,0.8608011654193162,6.2,0.4,0.0,1.0,0.8,9.0,0.0,9.0,1.0,0.0,1473.0,0.0
3888720,1974-07-07,941,770,0,0,2.0,0.0,0.75,0.0,1.0,0.0,0,0,0.0,0.0,Away Win,1.6564760819000002,0.4965913815999999,18.5,6.0,58.1722526387013,0.7960074320683773,4.75,1.25,0.0,4.0,0.0,3.0,0.0,4.0,0.6666666666666666,1.0,4.0,3.0,1.790322849,1.067245984,28.0,5.0,61.50990099009901,0.8148893360160966,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0
3888754,1978-04-19,217,208,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Home Win,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3888787,1979-09-07,9763,17403,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Home Win,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3888721,1983-06-04,217,220,0,0,3.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,Home Win,1.4074092678,0.5440168902000001,13.0,5.0,47.93388429752066,0.7183908045977011,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3750248,1984-05-05,215,217,0,0,0.0,0.0,0.0,2.5,1.0,1.0,0,0,0.0,0.0,Home Win,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6291248072500002,0.8712788421000002,14.0,6.5,47.05562716405085,0.7433013625637512,3.5,2.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,336.0,0.0
3750191,1986-06-22,779,768,0,0,0.0,4.0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,Home Win,0.13200836,2.4672334126,3.0,1.0,42.04301075268817,0.7672634271099744,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4379.0,0.0,1.53755906,0.8668929515000001,21.0,5.0,49.22440537745605,0.8235294117647058,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5859.0,0.0
3889148,1986-06-25,779,782,0,0,1.0,2.5,0.5,0.0,0.0,0.0,0,0,0.0,0.0,Home Win,0.8733128,1.67632883375,9.0,2.0,46.54161633334824,0.7790121483375959,2.5,1.0,0.0,0.0,0.5,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3889149,1986-06-29,779,770,0,0,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,1.0,0.5,0,0,0.0,0.0,Home Win,1.1894324166666668,1.4621930195666666,12.0,3.333333333333333,48.81601655595904,0.7995774204256539,3.6666666666666665,1.0,0.0,1.0,0.3333333333333333,2.0,0.0,2.0,1.0,0.0,4.0,2.0,1.5999786035,1.548371902,19.0,4.5,52.38145651914589,0.7807037209328394,10.0,0.5,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.5,4375.0,0.0
3793185,1990-06-24,781,779,0,0,2.8,1.6,0.8,1.75,1.75,0.75,0,0,0.0,0.0,Away Win,2.20439815812,1.06409622464,23.2,7.2,54.67419585101027,0.843309583157849,5.2,1.0,0.2,0.0,0.8,0.0,1.0,0.0,1.0,0.0,5835.0,0.0,1.2199569872500002,1.461885482425,11.5,3.75,48.336399141356,0.7873753730115481,4.75,1.75,0.0,1.0,0.5,3.0,0.0,3.0,1.0,0.0,1456.0,0.0
3750240,1999-11-23,239,39,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Home Win,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3749493,2003-08-16,1,29,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Home Win,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3749358,2003-08-24,47,1,0,0,0.0,0.0,0.0,2.0,1.0,1.0,0,0,0.0,0.0,Away Win,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.121151807,1.2674833119999998,14.0,4.0,52.55292652552927,0.7701421800947867,6.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,8.0,1.0
3749108,2003-08-27,1,59,0,0,3.0,0.5,1.0,0.0,0.0,0.0,0,0,0.0,0.0,Home Win,2.4427219895,0.8214599510999998,14.0,6.5,54.43435799960673,0.8079682863090756,5.5,0.5,0.5,1.0,0.5,2.0,0.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3749454,2003-08-31,36,1,0,0,0.0,0.0,0.0,2.6666666666666665,0.3333333333333333,1.0,0,0,0.0,0.0,Away Win,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.313239588333333,0.6453171643999999,16.0,6.0,55.79547170475257,0.8026656880371782,4.333333333333333,1.3333333333333333,0.3333333333333333,2.0,0.3333333333333333,3.0,0.0,3.0,1.0,1.0,4.0,2.0
3749296,2003-09-13,1,105,0,0,2.5,0.5,1.0,0.0,0.0,0.0,0,0,0.0,0.0,Draw,2.0709288075,0.650751989175,14.75,5.75,55.6414244956959,0.7897248977968367,4.5,1.75,0.25,2.0,0.5,4.0,0.0,4.0,1.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3749552,2003-09-21,39,1,0,0,0.0,2.0,0.0,2.2,0.6,0.8,0,0,0.0,0.0,Draw,0.961947799,0.9177297355,13.0,2.0,65.89371980676329,0.7976539589442815,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1398.0,0.0,2.11596211646,0.7760042329,15.2,6.0,56.45239193300532,0.7867701335016573,5.2,1.8,0.2,2.0,0.6,0.0,0.0,5.0,0.6666666666666666,1.0,8.0,1.0
3749528,2003-09-26,1,37,0,0,1.8,0.4,0.6,0.0,0.0,0.0,0,0,0.0,0.0,Home Win,1.73338345786,0.7341446179,13.8,5.4,55.65439334742375,0.7902927178908632,4.6,2.2,0.0,3.0,0.4,0.0,0.0,6.0,0.6666666666666666,0.6666666666666666,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3749253,2003-10-04,24,1,0,0,0.0,0.0,0.0,1.6,0.8,0.6,0,0,0.0,0.0,Away Win,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62550901638,0.8516387812599999,14.2,4.6,54.76879748073437,0.7674955857479367,4.2,2.2,0.0,2.0,0.6,1.0,0.0,7.0,0.75,0.6666666666666666,8.0,2.0
3749079,2003-10-18,1,33,0,0,1.6,1.0,0.6,0.0,0.0,0.0,0,0,0.0,0.0,Home Win,1.3417189071200002,1.0560165515800002,12.6,4.8,52.76031549158462,0.7617949841954639,4.4,2.0,0.0,1.0,0.8,2.0,0.0,8.0,0.75,0.75,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3749526,2003-10-26,75,1,0,0,0.0,0.0,0.0,1.6,1.0,0.6,0,0,0.0,0.0,Draw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4462648643200002,0.97525113648,13.4,5.0,52.03790684507864,0.7704380081920661,4.6,1.6,0.0,1.0,0.8,3.0,0.0,9.0,0.8,0.75,8.0,1.0
3749346,2003-11-01,101,1,0,0,0.0,0.0,0.0,1.6,1.0,0.6,0,0,0.0,0.0,Away Win,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0518266293400005,0.93809115012,12.2,4.2,51.34605575603128,0.7655402143696527,4.0,1.4,0.0,1.0,0.8,0.0,0.0,10.0,0.8,0.6,6.0,2.0
3749196,2003-11-08,1,38,0,0,2.4,1.2,0.8,0.0,0.0,0.0,0,0,0.0,0.0,Home Win,1.48139944134,0.8526352857199999,13.4,5.2,50.89311450053202,0.7552864912587867,4.0,0.8,0.0,0.0,1.0,1.0,0.0,11.0,0.8,0.6666666666666666,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3749434,2003-11-22,54,1,0,0,0.0,0.0,0.0,2.2,1.0,0.8,0,0,0.0,0.0,Away Win,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38205215542,0.82798402312,13.0,5.2,52.83534277392623,0.749350276811934,5.0,1.0,0.0,0.0,1.0,2.0,0.0,12.0,0.8333333333333334,0.6666666666666666,14.0,1.0
3749192,2003-11-30,1,55,0,0,2.4,0.8,0.8,0.0,0.0,0.0,0,0,0.0,0.0,Draw,1.6681723170800002,0.6997841311999999,12.2,5.0,52.72876230632229,0.7485701105378332,5.6,1.0,0.0,1.0,0.8,3.0,0.0,13.0,0.8333333333333334,0.7142857142857143,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3749590,2003-12-06,22,1,0,0,0.0,0.0,0.0,2.0,0.6,0.6,0,0,0.0,0.0,Draw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73046732528,0.7133465992,14.2,6.2,54.65151960661583,0.7524048089741697,6.2,1.0,0.0,2.0,0.6,0.0,0.0,14.0,0.7142857142857143,0.7142857142857143,6.0,2.0
3749360,2003-12-14,1,98,0,0,2.0,0.6,0.6,0.0,0.0,0.0,0,0,0.0,0.0,Home Win,1.84397507,0.5656792330000001,14.6,6.2,55.56747376760311,0.7576662895287655,6.2,1.0,0.2,2.0,0.6,0.0,0.0,15.0,0.7142857142857143,0.625,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3749278,2003-12-20,328,1,0,0,0.0,0.0,0.0,1.4,0.4,0.6,0,0,0.0,0.0,Draw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7687358868,0.6009496750000001,15.0,6.4,56.25164852829719,0.764041308615649,6.6,1.2,0.2,3.0,0.4,1.0,0.0,16.0,0.75,0.625,6.0,2.0
3749522,2003-12-26,1,46,0,0,1.2,0.4,0.4,0.0,0.0,0.0,0,0,0.0,0.0,Home Win,1.5854153496,0.6742754798,13.8,6.2,54.490716728639086,0.7754175785025571,5.2,1.4,0.2,3.0,0.4,0.0,0.0,17.0,0.75,0.5555555555555556,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3749310,2003-12-29,25,1,0,0,0.0,0.0,0.0,1.2,0.4,0.4,0,0,0.0,0.0,Away Win,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3746855768,0.6607373922,15.4,6.8,57.64033460047919,0.7892183352578683,6.8,1.4,0.2,3.0,0.4,1.0,0.0,18.0,0.7777777777777778,0.5555555555555556,3.0,2.0
3749117,2004-01-07,29,1,0,0,1.0,2.0,0.0,1.4,0.4,0.6,0,1,3.0,3.388635119,Draw,1.2674833119999998,2.121151807,15.0,5.0,47.447073474470734,0.6640419947506562,8.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,144.0,0.0,1.1066921397999998,0.62096748268,13.8,5.8,57.018385138185614,0.7839608294314278,5.6,1.2,0.2,3.0,0.4,2.0,0.0,19.0,0.7777777777777778,0.6,9.0,2.0
3749153,2004-01-10,1,47,0,0,1.4,0.4,0.6,0.0,4.0,0.0,1,0,4.0,3.1397287622000003,Home Win,1.1396484994000002,0.74274929328,13.4,5.8,55.204522401724944,0.7745764263457329,5.4,1.6,0.0,3.0,0.4,0.0,0.0,20.0,0.7777777777777778,0.5454545454545454,3.0,2.0,0.3754365902,2.764292172,9.0,4.0,43.6842105263158,0.7771084337349398,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,139.0,0.0
3749133,2004-01-18,59,1,0,0,0.0,2.0,0.0,2.0,0.6,0.6,0,1,2.0,2.347306377,Away Win,0.293031591,2.054274786,8.0,3.0,41.48230088495576,0.6826666666666666,6.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,144.0,0.0,1.15646119112,0.77108623878,14.8,6.2,57.47234238864604,0.7838157217466474,5.8,1.6,0.0,2.0,0.6,1.0,0.0,21.0,0.8,0.5454545454545454,8.0,2.0
3749233,2004-02-01,1,36,0,0,2.2,0.4,0.8,1.0,2.0,0.0,1,0,3.0,2.0110529285,Home Win,1.2982020130199998,0.6598976072800001,16.0,7.0,57.66163984049787,0.7775041160232771,6.0,1.4,0.0,3.0,0.4,2.0,0.0,22.0,0.8,0.5833333333333334,14.0,1.0,0.6670564635,1.3439964649999998,12.0,6.0,44.820717131474105,0.6155555555555555,5.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,154.0,0.0
3749052,2004-02-07,46,1,0,0,0.0,3.0,0.0,2.0,0.6,0.8,0,1,3.0,1.618506729,Away Win,0.6062305450000001,1.012276184,7.0,2.0,36.30952380952381,0.7021857923497268,3.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,43.0,0.0,1.41894093942,0.7984381734199999,15.6,6.6,56.93592850333143,0.7729404136755879,4.2,1.6,0.0,2.0,0.6,3.0,0.0,23.0,0.8181818181818182,0.5833333333333334,6.0,1.0
3749631,2004-02-10,1,25,0,0,2.4,0.8,0.8,0.0,1.0,0.0,1,0,1.0,0.9704262874,Home Win,1.62377035122,0.91233586982,14.4,6.6,57.690645484463495,0.7694379967386731,4.4,1.8,0.0,1.0,0.8,4.0,0.0,24.0,0.8181818181818182,0.6153846153846154,3.0,2.0,0.1321921804,0.838234107,5.0,1.0,41.92872117400419,0.6425,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,43.0,0.0
3749276,2004-02-21,33,1,0,0,1.0,2.0,0.0,2.6,0.6,1.0,0,1,3.0,2.129955639,Away Win,0.2632293879999999,1.866726251,8.0,3.0,48.43276036400405,0.7745302713987474,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,126.0,0.0,1.72162273782,0.8963299387599999,15.2,7.0,59.56093303231586,0.7687922388351918,4.6,1.6,0.0,2.0,0.6,5.0,0.0,25.0,0.8333333333333334,0.6153846153846154,11.0,2.0
3749642,2004-02-28,1,75,0,0,2.2,0.6,1.0,1.0,1.0,0.0,0,0,2.0,1.4151174534,Home Win,1.5313074169,1.00867347686,13.2,6.2,56.66496610985888,0.7599090630690538,4.2,1.8,0.0,2.0,0.6,6.0,0.0,26.0,0.8333333333333334,0.6428571428571429,7.0,1.0,1.091213276,0.3239041774,7.0,3.0,43.762993762993766,0.6959619952494062,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,125.0,0.0
3749465,2004-03-13,98,1,0,0,0.0,1.0,0.0,2.2,0.8,1.0,0,1,1.0,2.787184783,Away Win,0.807258125,1.979926658,8.0,3.0,50.28089887640449,0.7113594040968343,6.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90.0,0.0,1.63287421,0.9989538622999998,14.6,6.0,57.85136261050644,0.7718382218293321,6.2,1.6,0.0,1.0,0.8,7.0,0.0,27.0,0.8461538461538461,0.6428571428571429,14.0,1.0
3749403,2004-03-20,1,328,0,0,2.2,0.6,1.0,1.0,1.0,0.0,0,0,2.0,2.017860967,Home Win,1.51149603,0.8095563951599998,14.4,5.8,57.05444832283731,0.7735598205292458,5.8,1.2,0.0,2.0,0.6,8.0,0.0,28.0,0.8461538461538461,0.6666666666666666,7.0,1.0,1.206280118,0.8115808489999999,19.0,6.0,47.205707491082045,0.6423173803526449,8.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,91.0,0.0
